File Name	X	Y	Z	V	SA	ZSA	XY	EV	PrintTime
rotated_y_5_Cow1	24.643	68.208	43.618	14757.157	4558.771	198842.495	1680.835	73313.943	37
rotated_y_5_Cow2	111.828	154.618	138.298	599617.376	45542.406	6298445.431	17290.728	2391281.399	568.383
rotated_y_5_Cup1	132.511	133.26	181.835	1084936.221	83008.672	15093865.94	17658.419	3210915.253	732.483
rotated_y_5_Cup2	186.994	56.685	117.525	199538.724	35842.129	4212329.574	10599.77	1245733.057	454.45
rotated_y_5_Cup3	189.748	93.645	193.463	740039.193	62090.082	12012156.12	17768.925	3437635.944	736.95
rotated_y_5_Cup4	132.42	94.608	196.842	714724.733	59614.094	11734532.6	12527.991	2466029.609	696.7
rotated_y_5_Cup5	72.676	45.295	184.862	135525.165	31504.16	5823923.001	3291.876	608542.893	282.383
rotated_y_5_Cylinder1	204.566	129.344	215.898	2073706.028	91842.047	19828488.55	26459.325	5712508.012	1060.1
rotated_y_5_Cylinder2	190.596	120	135.955	1792241.756	89380.336	12151696.92	22871.548	3109499.668	998.133
rotated_y_5_Cylinder3	137.235	140	183.377	2224922.573	101486.305	18610275.66	19212.889	3523206.103	995.85
rotated_y_5_Cylinder4	204.044	120	160.703	1729859.029	90359.109	14521013.31	24485.244	3934861.228	1023.2
rotated_y_5_Cylinder5	199.422	120	147.957	1223194.893	83903.891	12414139.84	23930.605	3540692.487	913.05
rotated_y_5_Dino	60.84	68.661	42.282	40959.964	8943.541	378154.533	4177.324	176627.368	79.283
rotated_y_5_Dog	74.927	98.551	62.47	37153.593	10797.197	674495.737	7384.099	461281.117	116.467
rotated_y_5_Dolphin	22.444	75.544	21.554	5184.053	2472.479	53291.363	1695.53	36545.127	22.633
rotated_y_5_ElephantHead	68.558	133.212	105.636	125285.762	24131.199	2549129.29	9132.837	964758.58	255.533
rotated_y_5_Frog	61.451	49.794	31.91	10562.619	4624.117	147553.885	3059.881	97639.686	54.65
rotated_y_5_Giraffe	98.55	50.866	74.76	36621.952	9013.027	673810.161	5012.861	374759.417	109.45
rotated_y_5_Glass1	169.334	119.476	206.266	1284643.641	71491.039	14746199.49	20231.274	4173032.144	714.783
rotated_y_5_Glass2	189.368	115.405	203.232	1033029.347	66842.609	13584556.83	21853.887	4441409.081	830.967
rotated_y_5_Glass3	131.089	129.742	194.017	1316323.408	75709.063	14688820.79	17007.743	3299785.707	727.85
rotated_y_5_GreatWhite	21.21	10.112	11.889	142.046	261.45	3108.286	214.471	2549.769	5.883
rotated_y_5_Holder	26.105	5.08	26.598	1048.224	1368.128	36389.732	132.613	3527.269	19.717
rotated_y_5_Labrador	109.21	103.208	117.032	178620.809	23439.547	2743169.306	11271.298	1319098.766	253.517
rotated_y_5_LargeCreature	20.125	50.495	47.946	4427.834	4354.468	208779.88	1016.22	48723.819	36.5
rotated_y_5_Leg	12.471	41.955	17.532	1047.415	1347.357	23621.406	523.22	9172.92	13.067
rotated_y_5_Mask1	143.605	93.711	84.328	73985.938	27985.154	2359927.903	13457.271	1134822.696	174.217
rotated_y_5_Mask2	26.497	11.291	26.583	633.568	1371.205	36450.343	299.184	7953.127	19.133
rotated_y_5_Moai	71.574	43.701	80.66	51205.017	10154.174	819033.452	3127.884	252294.474	105.95
rotated_y_5_Moose	73.334	103.9	62.581	48481.975	15411.506	964470.76	7619.423	476832.766	144.767
rotated_y_5_Owl	152.45	69.401	147.544	331614.296	36308.207	5357067.193	10580.255	1561055.753	409.283
rotated_y_5_panter	32.635	108.053	40.3	22845.583	7847.866	316271.218	3526.295	142110.674	74.6
rotated_y_5_Parrot	49.872	74.942	45.696	14527.183	6181.277	282458.371	3737.518	170788.858	69.517
rotated_y_5_Pattern1	53.192	53.114	66.335	90269.509	10076.086	668394.153	2825.242	187411.554	73.617
rotated_y_5_Pattern2	66.671	53.161	54.06	90110.24	13349.805	721691.529	3544.248	191602.355	147.483
rotated_y_5_phoneHolder	62.429	76.741	92.207	33479.415	17501.404	1613749.862	4790.847	441749.055	131.133
rotated_y_5_PhoneStand	84.629	67	89.974	86585.899	30492.344	2743505.079	5670.119	510160.889	190.267
rotated_y_5_plantygonNoholes	110.948	100	110.948	62414.59	43451.758	4820899.133	11094.839	1230953.613	296.517
rotated_y_5_Pumpkin1	72.045	70	72.956	66462.871	22487.871	1640628.069	5043.173	367930.417	179.767
rotated_y_5_Pumpkin2	75.746	84.265	70.999	181434.422	18263.25	1296670.964	6382.731	453166.96	179.767
rotated_y_5_Rabbit	43.937	45.75	60.049	25750.584	6509.064	390863.654	2010.133	120706.709	75.283
rotated_y_5_RhinoHead	72.01	74.034	67.064	101434.247	14699.434	985804.989	5331.168	357530.25	128.8
rotated_y_5_Rod	46.097	8	94.126	3762.486	3119.288	293605.228	368.777	34711.441	72.217
rotated_y_5_Skull	21.882	25.4	34.091	8084.774	3285.941	112020.024	555.814	18948.072	33.083
rotated_y_5_Snake	94.736	140.379	124.379	707474.328	46966.867	5841689.362	13298.927	1654106.451	509.733
rotated_y_5_Squirrel	50.728	49.547	55.522	37118.845	6971.98	387094.864	2513.413	139548.484	64.667
rotated_y_5_Toy3	41.607	50.772	46.08	15087.394	6568.07	302658.22	2112.473	97343.257	63.083
rotated_y_5_Toy4	32.567	46.622	49.396	23432.366	6156.563	304112.662	1518.34	75000.651	44.55
rotated_y_5_Toy5	64.644	52.666	64.29	23430.465	7455.113	479292.197	3404.538	218879.114	85.883
rotated_y_5_Toy6	71.673	42	37.302	37552.063	9187.684	342717.589	3010.284	112289.153	69.817
rotated_y_5_Tyrannosaurus	29.618	83.692	26.354	5134.689	2860.717	75390.824	2478.755	65324.653	32.3
rotated_y_5_UnicornHead	59.269	89.97	75.573	64474.008	13923.892	1052269.595	5332.44	402988.216	120.1
rotated_y_5_Vase1	129.523	131.852	192.987	1153719.436	64448.109	12437653.15	17077.887	3295811.676	574.567
rotated_y_5_Vase2	109.893	109.631	190.789	677791.279	54633.957	10423553.94	12047.686	2298565.139	409.833
rotated_y_5_Vase3	193.465	122.7	129.236	746800.077	53746.066	6945909.829	23738.048	3067802.915	616.8
rotated_y_5_Vase4	157.346	120	204.222	1366470.805	75910.953	15502654.25	18881.554	3856020.647	702.983
rotated_y_5_Vase5	184.327	115.911	209.906	1270092.339	73507.844	15429728.91	21365.585	4484762.077	807.033
rotated_y_5_Vase6	180.96	121.13	129.716	1226886.338	76504.414	9923818.819	21919.63	2843318.767	828.25
rotated_y_5_Vase7	191.462	106.421	184.353	554016.157	59480.078	10965326.12	20375.662	3756312.838	687.5
rotated_y_5_Vase8	203.423	129.157	203.867	1422953.67	82588.125	16836998.68	26273.447	5356290.604	1083.667
rotated_y_5_Wolf	204.202	59.482	130.752	306912.671	43770.523	5723084.1	12146.232	1588144.31	412.45
rotated_y_6_ARM	12.196	24.504	28.567	534.08	685.664	19587.692	298.844	8537.224	12.983
rotated_y_6_Bear	157.493	114.764	210.045	521494.133	56594.398	11887390.18	18074.487	3796462.027	878.8
rotated_y_6_Body	32.405	22.496	25.64	6738.645	2607.366	66851.983	728.979	18690.771	25.233
rotated_y_6_Bolt1	16.205	12	31.203	1575.259	1215.058	37913.882	194.462	6067.871	25.017
rotated_y_6_Bolt2	19.399	13.097	31.286	1315.144	1191.881	37289.51	254.071	7948.934	23.967
rotated_y_6_Bowl1	60.224	59.671	63.369	108323.791	16316.713	1033969.04	3593.637	227724.17	126.367
rotated_y_6_Bowl2	107.919	120	111.363	422347.031	39450.965	4393360.601	12950.334	1442182.385	360.717
rotated_y_6_Bowl3	125.006	126.711	71.06	521901.758	38695.563	2749688.273	15839.62	1125555.878	405.217
rotated_y_6_Bowl4	92.786	123.665	116.906	518478.789	37248.199	4354542.175	11474.367	1341423.642	334.883
rotated_y_6_Brick1	17.013	24	17.599	2175.819	2228.552	39219.358	408.316	7185.779	18.85
rotated_y_6_Brick3	18.212	15.8	15.829	1338.287	1908.208	30204.7	287.757	4554.859	13.6
rotated_y_6_BrownBear	30.204	58.526	29.76	10079.58	3694.376	109945.806	1767.707	52607.538	38.267
rotated_y_6_Camel	39.383	91.05	61.548	18926.714	7393.327	455042.471	3585.833	220699.843	75.033
rotated_y_6_Cannon	89.5	38	79.833	66161.234	16618.57	1326716.159	3401.013	271514.292	156.517
rotated_y_6_Cat	79.537	47.735	93.511	82622.287	11911.895	1113890.826	3796.654	355028.195	135.383
rotated_y_6_Character1	136.706	118	84.855	171786.876	41004.66	3479464.653	16131.327	1368829.35	371.633
rotated_y_6_Character2	100.456	93	107.26	173283.294	42163.324	4522420.875	9342.383	1002060.126	324.9
rotated_y_6_ChessBishop	59.827	31.752	50.115	12794.465	4820.958	241600.749	1899.616	95198.664	49.517
rotated_y_6_ChessKing	78.173	36.504	36.555	19390.321	6184.433	226072.715	2853.632	104314.865	47.983
rotated_y_6_ChessKnight	55.521	31.752	52.398	14938.051	4618.923	242023.97	1762.898	92372.984	45.467
rotated_y_6_ChessPawn	27.236	27	46.027	7529.69	3098.643	142621.27	735.372	33846.988	38.4
rotated_y_6_Chicken	179.324	92.411	133.057	736649.163	50966.633	6781455.168	16571.43	2204940.89	615.75
rotated_y_6_ChristmasTree1	100.37	73.861	72.733	123672.839	18582.316	1351545.383	7413.355	539194.668	132.533
rotated_y_6_ChristmasTree2	56.232	64.952	100.802	56338.429	12176.942	1227464.536	3652.406	368171.145	94.05
rotated_y_6_Cone1	146.514	120.923	187.024	959937.504	63013.434	11785049.53	17716.926	3313497.509	744.317
rotated_y_6_Cone2	172.626	132.4	173.754	1082047.459	68108.648	11834160.34	22855.668	3971267.226	870.9
rotated_y_6_Cone3	70.362	59.671	182.218	216768.132	33913.805	6179714.538	4198.581	765058.073	341.1
rotated_y_6_Cow1	43.293	68.208	20.181	14757.157	4558.771	92000.131	2952.958	59593.362	40.35
rotated_y_6_Cow2	116.208	154.618	133.973	599617.375	45542.402	6101431.055	17967.962	2407213.409	505.8
rotated_y_6_Cup1	187.394	133.26	209.644	1084936.253	83008.672	17402264.71	24972.17	5235263.959	1044.25
rotated_y_6_Cup2	171.08	56.685	158.688	199538.722	35842.133	5687729.624	9697.653	1538904.72	471.817
rotated_y_6_Cup3	188.645	93.645	109.665	740039.186	62090.078	6809125.054	17665.631	1937306.104	644.35
rotated_y_6_Cup4	198.688	94.608	139.474	714724.696	59614.098	8314594.767	18797.462	2621750.25	716.767
rotated_y_6_Cup5	70.895	45.295	184.672	135525.165	31504.158	5817931.004	3211.231	593024.009	274.533
rotated_y_6_Cylinder1	210.488	129.344	213.507	2073706.056	91842.047	19608952.48	27225.28	5812797.5	1011.983
rotated_y_6_Cylinder2	151.609	120	199.553	1792241.667	89380.344	17836102.91	18193.099	3630484.946	883.117
rotated_y_6_Cylinder3	189.076	140	214.963	2224922.587	101486.305	21815758.44	26470.66	5690201.467	1314.367
rotated_y_6_Cylinder4	216.271	120	197.646	1729858.961	90359.109	17859083.09	25952.549	5129407.86	1106.217
rotated_y_6_Cylinder5	173.113	120	206.893	1223194.959	83903.891	17359107.61	20773.608	4297909.202	873.6
rotated_y_6_Dino	60.935	68.661	41.021	40959.964	8943.541	366870.573	4183.876	171625.663	77.817
rotated_y_6_Dog	69.157	98.551	69.927	37153.593	10797.197	755012.257	6815.505	476585.702	117.567
rotated_y_6_Dolphin	21.52	75.544	23.099	5184.053	2472.48	57112.821	1625.679	37552.214	25.183
rotated_y_6_ElephantHead	99.662	133.212	74.576	125285.761	24131.199	1799611.356	13276.256	990091.775	235.45
rotated_y_6_Frog	29.027	49.794	63.046	10562.618	4624.117	291533.373	1445.362	91124.677	54.233
rotated_y_6_Giraffe	94.343	50.866	65.877	36621.952	9013.027	593754.356	4798.832	316134.305	85.167
rotated_y_6_Glass1	197.63	119.476	200.658	1284643.602	71491.039	14345265.62	23611.967	4737935.65	751.383
rotated_y_6_Glass2	203.186	115.405	189.483	1033029.367	66842.609	12665517.87	23448.56	4443096.285	798.333
rotated_y_6_Glass3	195.555	129.742	134.427	1316323.418	75709.063	10177334.21	25371.783	3410650.016	855.317
rotated_y_6_Holder	25.51	5.08	24.969	1048.224	1368.128	34160.907	129.591	3235.78	17.3
rotated_y_6_Labrador	118.322	103.208	71.949	178620.814	23439.547	1686457.264	12211.739	878625.191	265.083
rotated_y_6_Leg	17.607	41.955	19.837	1047.415	1347.357	26727.959	738.705	14653.936	16.7
rotated_y_6_Mask1	141.866	93.711	106.53	73985.938	27985.154	2981255.037	13294.324	1416242.662	209.617
rotated_y_6_Mask2	24.87	11.291	26.907	633.568	1371.205	36894.922	280.813	7555.824	12.217
rotated_y_6_Moai	76.226	43.701	59.367	51205.018	10154.174	602826.059	3331.142	197760.99	86.933
rotated_y_6_Moose	79.347	103.9	78.123	48481.979	15411.506	1203995.088	8244.142	644058.21	162.367
rotated_y_6_Owl	105.189	69.401	161.388	331614.297	36308.211	5859692.39	7300.291	1178175.976	344.567
rotated_y_6_panter	38.695	108.053	37.759	22845.583	7847.866	296329.996	4181.14	157876.934	79.85
rotated_y_6_Parrot	34.461	74.942	53.081	14527.183	6181.278	328111.105	2582.546	137085.268	66.917
rotated_y_6_Pattern1	64.047	53.114	52.169	90269.508	10076.086	525654.433	3401.811	177467.432	78.8
rotated_y_6_Pattern2	57.193	53.161	64.49	90110.24	13349.804	860933.498	3040.403	196076.679	142.1
rotated_y_6_phoneHolder	77.4	76.741	85.313	33479.416	17501.404	1493096.833	5939.73	506736.049	115.617
rotated_y_6_PhoneStand	90.735	67	79.625	86585.907	30492.346	2427957.679	6079.225	484059.186	145.867
rotated_y_6_Pitchfork	34.394	6.444	19.892	52.404	210.854	4194.283	221.646	4408.948	10.083
rotated_y_6_plantygonNoholes	107.083	100	107.083	62414.593	43451.762	4652959.263	10708.34	1146684.706	371.05
rotated_y_6_Pumpkin1	71.563	70	72.228	66462.872	22487.871	1624244.446	5009.412	361817.72	146.5
rotated_y_6_Pumpkin2	60.476	84.265	86.625	181434.411	18263.25	1582060.859	5095.942	441437.85	157.167
rotated_y_6_Rabbit	56.427	45.75	44.017	25750.584	6509.064	286508.982	2581.526	113630.827	58.95
rotated_y_6_RhinoHead	72.519	74.034	57.509	101434.253	14699.434	845355.822	5368.82	308757.718	142.917
rotated_y_6_Rod	100.107	8	17.569	3762.486	3119.288	54802.898	800.86	14070.341	29.3
rotated_y_6_Skull	32.22	25.4	25.69	8084.774	3285.941	84414.32	818.393	21024.131	28.3
rotated_y_6_Snake	96.873	140.379	126.449	707474.326	46966.867	5938897.147	13598.877	1719559.711	506.45
rotated_y_6_Squirrel	55.998	49.547	34.774	37118.845	6971.98	242440.242	2774.523	96479.901	63.333
rotated_y_6_Toy3	45.465	50.772	44.579	15087.394	6568.07	292800.928	2308.377	102906.165	62.983
rotated_y_6_Toy4	49.7	46.622	32.53	23432.366	6156.563	200275.844	2317.092	75376.058	50.967
rotated_y_6_Toy5	66.658	52.666	67.024	23430.465	7455.113	499669.537	3510.635	235295.848	79.3
rotated_y_6_Toy6	55.126	42	61.714	37552.064	9187.684	567005.067	2315.297	142885.319	80.567
rotated_y_6_Tyrannosaurus	27.362	83.692	29.237	5134.689	2860.717	83638.808	2289.958	66951.541	36.15
rotated_y_6_UnicornHead	72.721	89.97	51.328	64474.007	13923.891	714678.912	6542.714	335821.355	108.85
rotated_y_6_Vase1	163.702	131.852	192.205	1153719.396	64448.109	12387220.46	21584.408	4148621.668	803.467
rotated_y_6_Vase2	107.262	109.631	189.851	677791.256	54633.957	10372288.75	11759.246	2232499.731	493.6
rotated_y_6_Vase3	194.698	122.7	135.322	746800.074	53746.07	7273049.844	23889.389	3232770.617	540.167
rotated_y_6_Vase4	201.972	120	151.296	1366470.772	75910.938	11485034.34	24236.689	3666918.363	868.517
rotated_y_6_Vase5	206.23	115.911	163.54	1270092.257	73507.836	12021467.63	23904.278	3909304.357	834.217
rotated_y_6_Vase6	134.53	121.13	187.959	1226886.265	76504.414	14379676.79	16295.534	3062888.711	776.583
rotated_y_6_Vase7	155.864	106.421	202.212	554016.201	59480.078	12027564.11	16587.197	3354124.221	550.233
rotated_y_6_Vase8	209.761	129.157	182.73	1422953.638	82588.125	15091300	27092.087	4950527.92	1123
rotated_y_6_Wolf	209.254	59.482	119.589	306912.667	43770.523	5234473.325	12446.779	1488497.954	498.767
rotated_z_1_ARM	26.29	8.597	28.903	534.08	685.664	19817.573	226.027	6532.793	12.4
rotated_z_1_Bear	114.593	114.775	203.047	521494.128	56594.398	11491295.02	13152.507	2670570.53	397.083
rotated_z_1_Body	29.99	29.941	30	6738.644	2607.366	78220.986	897.93	26937.898	25.6
rotated_z_1_Bolt1	13.274	13.483	30	1575.259	1215.058	36451.729	178.976	5369.276	15.883
rotated_z_1_Bolt2	13.1	13.097	30	1315.144	1191.881	35756.433	171.565	5146.945	16.217
rotated_z_1_Bowl1	59.999	59.707	59.4	108323.791	16316.713	969212.771	3582.35	212791.574	95.833
rotated_z_1_Bowl2	117.314	117.314	59.4	422347.054	39450.965	2343387.372	13762.62	817499.652	404.4
rotated_z_1_Bowl3	126.58	126.489	59.4	521901.758	38695.563	2298516.472	16010.963	951051.238	324.533
rotated_z_1_Bowl4	123.241	123.635	59.4	518478.768	37248.199	2212543.09	15236.982	905076.751	259.833
rotated_z_1_Brick2	10.679	10.679	11.2	446.107	628.829	7042.88	114.042	1277.265	7.367
rotated_z_1_Brick3	17.965	17.965	11.4	1338.287	1908.208	21753.571	322.73	3679.123	10.467
rotated_z_1_BrownBear	52.949	32.008	33.006	10079.58	3694.376	121938.287	1694.806	55939.57	36.667
rotated_z_1_Camel	40.509	84.315	62.574	18926.714	7393.327	462630.063	3415.467	213719.447	72.767
rotated_z_1_Cannon	82.19	42.636	57.001	66161.234	16618.57	947275.117	3504.217	199743.869	123.95
rotated_z_1_Cat	73.218	66.615	66.323	82622.287	11911.895	790036.556	4877.402	323485.558	98.017
rotated_z_1_Character1	73.735	122.692	132	171786.876	41004.66	5412615.141	9046.634	1194155.751	283.633
rotated_z_1_Character2	92.651	85.071	100	173283.288	42163.32	4216332.031	7881.915	788191.543	317.967
rotated_z_1_ChessBishop	31.73	31.73	61.792	12794.466	4820.958	297898.041	1006.795	62212.172	48.033
rotated_z_1_ChessKing	36.374	36.374	77.8	19390.32	6184.433	481149.726	1323.084	102936.122	60.317
rotated_z_1_ChessKnight	31.426	31.426	51.943	14938.051	4618.923	239922.131	987.619	51300.17	43.517
rotated_z_1_ChessPawn	25.971	25.971	44.5	7529.69	3098.643	137889.595	674.474	30014.113	33.983
rotated_z_1_Chicken	116.404	113.786	176.76	736649.16	50966.633	9008842.294	13245.158	2341208.989	558.167
rotated_z_1_ChristmasTree1	73.53	73.625	100	123672.838	18582.316	1858231.641	5413.659	541365.854	110.567
rotated_z_1_ChristmasTree2	63.768	61.397	100	56338.428	12176.942	1217694.238	3915.161	391516.059	77.967
rotated_z_1_Cone1	126.509	124.115	180	959937.5	63013.434	11342418.05	15701.682	2826302.735	476.417
rotated_z_1_Cone2	135.971	132.005	180	1082047.459	68108.648	12259556.72	17948.789	3230782.106	573.667
rotated_z_1_Cone3	59.867	59.956	180	216768.134	33913.805	6104484.844	3589.406	646093.132	209
rotated_z_1_Cow1	63.713	33.49	42.701	14757.157	4558.771	194663.093	2133.749	91112.745	42.533
rotated_z_1_Cow2	117.687	154.59	131.04	599617.373	45542.402	5967896.945	18193.222	2384048.053	492.95
rotated_z_1_Cup1	132.956	133.169	180	1084936.236	83008.672	14941560.94	17705.548	3186998.728	750.7
rotated_z_1_Cup2	56.772	56.737	180	199538.721	35842.133	6451583.906	3221.069	579792.384	219.95
rotated_z_1_Cup3	93.467	93.558	180	740039.198	62090.082	11176214.77	8744.595	1574027.107	424.833
rotated_z_1_Cup4	94.232	94.634	180	714724.712	59614.098	10730537.58	8917.539	1605157.1	475.667
rotated_z_1_Cup5	45.536	45.381	180	135525.162	31504.158	5670748.477	2066.455	371961.955	201.65
rotated_z_1_Cylinder1	127.07	128.312	180	2073706.043	91842.047	16531568.44	16304.644	2934835.866	813.533
rotated_z_1_Cylinder2	119.991	119.991	180	1792241.614	89380.336	16088460.47	14397.722	2591590.006	752.183
rotated_z_1_Cylinder3	139.36	136.672	180	2224922.67	101486.313	18267536.25	19046.581	3428384.516	956.183
rotated_z_1_Cylinder4	119.499	119.499	180	1729858.907	90359.109	16264639.69	14280.106	2570419.071	759.567
rotated_z_1_Cylinder5	119.548	119.548	180	1223194.922	83903.891	15102700.31	14291.629	2572493.151	602.683
rotated_z_1_Dino	64.618	44.485	59.235	40959.963	8943.541	529770.623	2874.54	170273.396	68.1
rotated_z_1_Dog	64.348	84.993	78.53	37153.593	10797.197	847908.584	5469.101	429490.88	101.367
rotated_z_1_Dolphin	35.395	74.817	22.243	5184.053	2472.479	54995.965	2648.194	58904.429	21.867
rotated_z_1_ElephantHead	132.165	104.884	67.072	125285.756	24131.199	1618519.659	13862.046	929750.465	205.683
rotated_z_1_Frog	52.563	52.021	21.843	10562.619	4624.117	101005.775	2734.381	59727.789	34.05
rotated_z_1_Giraffe	71.518	39.855	78.477	36621.952	9013.027	707315.392	2850.303	223683.253	75.183
rotated_z_1_Glass1	117.827	117.827	180	1284643.535	71491.031	12868385.63	13883.255	2498985.88	559.983
rotated_z_1_Glass2	119.59	115.135	180	1033029.379	66842.609	12031669.69	13768.993	2478418.68	478.883
rotated_z_1_Glass3	126.257	129.879	180	1316323.382	75709.063	13627631.25	16398.172	2951670.956	609.167
rotated_z_1_Holder	19.58	17.106	22.225	1048.224	1368.128	30406.652	334.938	7443.997	16.05
rotated_z_1_Labrador	74.747	102.622	113.252	178620.813	23439.547	2654576.073	7670.75	868727.911	169.9
rotated_z_1_Leg	28.717	39.385	17.057	1047.415	1347.357	22981.661	1130.997	19291.235	13.95
